plocha_m2,skola_m,park_m,mhd_m,lekarna_m,supermarket_m,dispozice_skore,velke_mesto,mhd_dostupnost,cenove_pasmo,mesto_Brno,mesto_Olomouc,mesto_Ostrava,mesto_Plzeň,mesto_Praha,mesto_Praha 1,mesto_Praha 10,mesto_Praha 2,mesto_Praha 3,mesto_Praha 4,mesto_Praha 5,mesto_Praha 6,mesto_Praha 7,mesto_Praha 8,mesto_Praha 9,mesto_ostatni
0.12962962962962965,0.22405083590586533,0.1180658617785087,0.12194770236492984,0.25528722063266573,0.16884337686753736,0.33333333333333337,1.0,0.2542542542542543,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.06172839506172839,0.21484985767550013,0.03263005896273716,0.04965391270909441,0.13035474899457775,0.11084221684433689,0.0,1.0,0.1041041041041041,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.07716049382716049,0.04003127129856072,0.08876499137619831,0.0351374735627764,0.014586126172992658,0.017640352807056142,0.0,0.0,0.07307307307307308,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.033950617283950615,0.46997153510002804,0.3482010348562032,0.026725629686598733,0.10070229496388484,0.10194203884077682,0.0,1.0,0.05605605605605606,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.10802469135802469,0.08888265244758048,0.04935622317596566,0.10339357815804655,0.09065807639208469,0.07816156323126462,0.33333333333333337,1.0,0.21521521521521522,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.13580246913580246,0.22661668604418073,0.2660141991897638,0.027350509517400503,0.24292202725144565,0.12074241484829697,0.33333333333333337,0.0,0.05705705705705707,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.07716049382716049,0.09425490117467826,0.4511852713489231,0.11877523553162855,0.06608775685788032,0.03811076221524431,0.0,0.0,0.24724724724724725,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.10493827160493828,0.3822515334963717,0.5241867554450284,0.06546817919630842,0.6425898877528562,0.38536770735414716,0.0,0.0,0.13713713713713716,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.345679012345679,0.14138235176201738,0.04572620432393407,0.23240722937896563,0.009624042097681028,0.041140822816456334,0.9999999999999999,1.0,0.48448448448448456,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.11728395061728396,0.19698913522832057,0.166339095904697,0.052826379542395704,0.1333159927169411,0.03510070201404029,0.33333333333333337,0.0,0.11011011011011011,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.26851851851851855,0.05452431543920137,0.10312462396213551,0.03581042107287061,0.016466916104764005,0.0249004980099602,0.6666666666666666,1.0,0.07507507507507508,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.046296296296296294,0.016637934490638658,0.07498696402069713,0.04133820419150164,0.03729566417895517,0.023900478009560192,0.0,1.0,0.08608608608608609,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.043209876543209874,0.04969330072565449,0.14925193534154269,0.10714285714285715,0.06350667280257709,0.0371007420148403,0.0,1.0,0.22322322322322324,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.2654320987654321,0.024676261877079744,0.0943804901528218,0.09152086137281293,0.0678284879649453,0.01854037080741615,0.6666666666666666,1.0,0.1911911911911912,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.19444444444444442,0.07671490999478811,0.08218683566643939,0.021486252643722364,0.0874567318273675,0.02706054121082422,0.6666666666666666,1.0,0.04504504504504505,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.17592592592592593,0.046726536503227355,0.09219445670049337,0.05124014612574506,0.015226395085936095,0.032520650413008265,0.33333333333333337,1.0,0.10710710710710711,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0.15123456790123457,0.23142765505352203,0.19401548273234132,0.06527590847913864,0.039136437303667546,0.006620132402648055,0.33333333333333337,1.0,0.13613613613613615,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.09876543209876541,0.18750751713907707,0.09085074806465847,0.16809267448567586,0.28942155705396266,0.09908198163963279,0.33333333333333337,0.0,0.3503503503503504,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.35493827160493824,0.02928677384436515,0.08014118968352653,0.025956546817919632,0.040477000340142864,0.0036800736014720296,0.6666666666666666,1.0,0.054054054054054064,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.35802469135802467,0.017920859559796335,0.05954434238498255,0.01826571813112863,0.007263050481202105,0.007240144802896058,0.6666666666666666,1.0,0.03803803803803804,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.2623456790123457,0.02984805356212164,0.08306927118848022,0.02388963660834455,0.03789591628483964,0.004080081601632033,0.6666666666666666,1.0,0.05005005005005005,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.040123456790123455,0.18895080784187948,0.09255545305041916,0.0308594501057489,0.0941595470097441,0.15382307646152926,0.0,0.0,0.06506506506506507,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.18518518518518517,0.026560558072405083,0.04757129677911035,0.08868486829455875,0.04367834490486005,0.0076601532030640615,0.6666666666666666,1.0,0.1851851851851852,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.12345679012345677,0.14551176682836867,0.16276924311098634,0.029177081330513367,0.017127193421236923,0.005440108802176044,0.33333333333333337,1.0,0.061061061061061066,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.36419753086419754,0.015755923505592753,0.01766876579359031,0.08536819842338013,0.07703235358850719,0.001360027200544011,0.6666666666666666,1.0,0.1781781781781782,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.35802469135802467,0.017920859559796335,0.05954434238498255,0.01826571813112863,0.0072430420776726226,0.007220144402888059,0.6666666666666666,1.0,0.03803803803803804,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.07407407407407407,0.04562402277191998,0.10699530704745097,0.0508556046914055,0.047399907961343773,0.01880037600752015,0.0,1.0,0.1061061061061061,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.30864197530864196,0.39486028144168706,0.08343026753840602,0.10781580465295136,0.11100662278156827,0.014700294005880118,0.9999999999999999,1.0,0.22522522522522526,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.10185185185185185,0.057631399591067625,0.00830291604829329,0.051720822918669494,0.14848236259228878,0.0368207364147283,0.0,1.0,0.10810810810810811,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.3611111111111111,0.13324379585454837,0.1387830411936946,0.06344933666602577,0.032593689349526805,0.025480509610192204,0.9999999999999999,1.0,0.13213213213213215,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.10493827160493828,0.2013991901535501,0.1876980466086399,0.05383580080753702,0.025890874167150205,0.0622812456249125,0.33333333333333337,1.0,0.11211211211211213,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.11728395061728396,0.11179489235456841,0.09738879306887009,0.0674389540472986,0.0835951099461774,0.02124042480849617,0.33333333333333337,1.0,0.14114114114114112,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.15123456790123457,0.14593272661668602,0.02119850788175364,0.08580080753701214,0.033634126333059886,0.07130142602852058,0.33333333333333337,1.0,0.1791791791791792,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.10493827160493828,0.12207833861203543,0.03351249448477799,0.1013747356277639,0.04263790792132696,0.03114062281245625,0.33333333333333337,1.0,0.21121121121121122,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0.13580246913580246,0.07787756083871225,0.029100316874573824,0.015862334166506443,0.06754837031553253,0.00868017360347207,0.33333333333333337,1.0,0.03303303303303304,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.06172839506172839,0.20921701479372967,0.22090971080181304,0.011584310709478947,0.3933051881790352,0.016920338406768137,0.0,1.0,0.024024024024024027,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.12962962962962965,0.14611313795453632,0.02805743853034375,0.03028263795423957,0.06316652994257589,0.030560611212224247,0.6666666666666666,1.0,0.06306306306306307,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.27469135802469136,0.1365513370484705,0.047751794954073244,0.03244568352239954,0.11862982452630105,0.015180303606072122,0.6666666666666666,1.0,0.06806806806806807,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
