id,nazev,cena_kc,lokalita,lat,lon,plocha_m2,zdroj,photo_url,photo_path,skola_m,park_m,mhd_m,lekarna_m,supermarket_m
sr_249447244,Pronájem bytu 2+1 60 m²,12700,"Rostislavova, Prostějov",49.471474,17.102329,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5Do9kXKFJGJa6bx/b236.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_249447244.jpg,804.6,869.8,129.5,439.1,413.4
sr_2752410444,Pronájem bytu 1+1 39 m²,11500,"Pod Nemocnicí, Klatovy - Klatovy II",49.40284,13.292396,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/nCTUX1iX5CDciVFzhGGgwWL/9201.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2752410444.jpg,891.2,2026.4,163.5,104.3,180.0
sr_963330892,Pronájem bytu 3+kk 109 m²,18000,"Vídeňská, Klatovy - Klatovy I",49.394043,13.294026,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/nCTUX1iX5CDciVE56GF2lc9/6e55.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_963330892.jpg,143.3,1956.6,98.5,210.7,331.6
sr_3773371212,Pronájem bytu 3+kk 121 m²,49900,Praha 1,50.087837,14.424131,,sreality,"https://d18-a.sdn.cz/d_18/c_img_og_A/kOzkBkwYBTBCGZ9DOdFHtXxd/5a09.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3773371212.jpg,159.7,418.9,166.3,226.5,82.8
sr_313086796,Pronájem bytu 2+kk 50 m² (Jednopodlažní),28000,Praha 8 - Karlín,50.092678,14.458364,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_A/nCTUX1iX5CGpNZWjF7vDF1/5d71.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_313086796.jpg,921.5,262.9,304.0,299.0,177.7
sr_3420738380,Pronájem bytu 2+kk 59 m² (Jednopodlažní),40000,Praha 5,50.055294,14.37969,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_C/nCTUX1iX5CFdAHD6yGFc5kC/31da.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3420738380.jpg,1489.1,157.6,122.1,536.7,332.0
sr_4010107724,Pronájem bytu 2+1 60 m²,12000,"Mánesova, Domažlice - Týnské Předměstí",49.446239,12.929276,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5bIUBStKGOsMrR/76b9.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_4010107724.jpg,5037.2,1339.8,102.5,393.5,124.0
sr_3755885388,Pronájem bytu 2+kk 65 m²,10000,"Kadov, okres Znojmo",48.983189,16.286299,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtJj1UKElGJaoSp/b056.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3755885388.jpg,,4704.5,112.2,4335.9,134.2
sr_2631811916,Pronájem bytu 2+1 18 m² (Jednopodlažní),13500,"Na břevnovské pláni, Praha",50.075287,14.329879,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtEBMvIH4mGJauWN/09b7.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2631811916.jpg,854.8,633.2,160.4,762.7,507.3
sr_3000910668,Pronájem bytu 2+kk 37 m²,12005,"Budovatelů, Nový Jičín",49.594864,17.998251,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5CoHumJxJGJahvr/e575.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3000910668.jpg,610.7,1051.6,90.7,401.6,231.9
sr_2178827084,Pronájem bytu 1+1 38 m²,13000,"Čajkovského, Ústí nad Labem - Ústí nad Labem-centrum",50.667892,14.040785,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtBM3KVH4sGJdLN1/ba88.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2178827084.jpg,187.3,1080.9,237.9,711.7,118.4
sr_529171020,Pronájem bytu 2+kk 50 m²,27500,"Na Slupi, Praha 2 - Nové Město",50.066093,14.423013,,sreality,"https://d18-a.sdn.cz/d_18/c_img_QL_KH/RIn0Rj.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_529171020.jpg,570.2,168.7,144.5,112.7,19.8
sr_2928312908,Pronájem bytu 1+kk 33 m² (Jednopodlažní),21500,"Sekaninova, Praha 2 - Nusle",50.066441,14.423533,,sreality,"https://d18-a.sdn.cz/d_18/c_img_gZ_7/poPxN5.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2928312908.jpg,516.6,222.1,157.9,115.9,52.6
sr_1221477196,Pronájem bytu 1+kk 18 m² (Jednopodlažní),14500,"Na břevnovské pláni, Praha",50.075287,14.329879,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5CFdAHI89GJbQB2/562d.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1221477196.jpg,854.8,633.2,160.4,762.7,507.3
sr_3905831756,Pronájem bytu 2+1 58 m² (Jednopodlažní),13500,"Chrpová, Trutnov - Horní Staré Město",50.581142,15.889674,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5CNPfpLgmGJZ5eQ/ce7f.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3905831756.jpg,1875.8,260.9,106.3,146.9,282.6
sr_3558495052,Pronájem bytu 2+kk 50 m²,16500,"17. listopadu, Jihlava",49.397751,15.580063,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_A/kY1K2LlXQBiCrTDRLF7JkCe/0edf.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3558495052.jpg,434.5,318.5,94.0,518.4,444.3
sr_488399692,Pronájem bytu 2+kk 42 m²,15000,"Heidenheimská, Jihlava - Horní Kosov",49.405369,15.55158,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p8_C/nPVpfd5QLLEA4WVDhuF0IiIl/3d0c.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_488399692.jpg,2565.3,1895.1,139.6,1301.3,1211.1
sr_2565694028,Pronájem bytu 3+kk 86 m²,40000,"Pštrossova, Praha 1 - Nové Město",50.078041,14.416329,,sreality,"https://d18-a.sdn.cz/d_18/c_img_od_B/nO2tpF5hUIB2heCZ9ES8YaG/9ed1.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2565694028.jpg,51.1,241.8,153.5,356.0,78.6
sr_2899198796,Pronájem bytu 1+1 33 m²,1,"Kopaniny, Přerov - Přerov I-Město",49.460159,17.450979,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5CGpNZJGeGJZoVW/4e3e.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2899198796.jpg,107.6,3442.1,24.7,141.0,202.6
sr_2379105100,Pronájem bytu 2+1 69 m²,1,"Sokolovská, Přerov - Přerov I-Město",49.452492,17.465714,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5CDciVLIqGJZirf/ce30.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2379105100.jpg,208.2,,114.0,247.0,292.4
sr_583942988,Pronájem bytu 2+kk 49 m²,21000,"Poděbradská, Praha 9 - Vysočany",50.102852,14.509969,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/kcHp2YdDtDgLT0MyIGNcoph/5903.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_583942988.jpg,304.5,631.9,123.4,1062.1,120.4
sr_2462991180,Pronájem bytu 1+kk 66 m²,30000,"Povltavská, Praha 7 - Troja",50.114555,14.409724,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5CGpNZJATGJZemV/eabf.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2462991180.jpg,531.1,160.7,242.4,1220.2,598.7
sr_2351981388,Pronájem bytu 3+1 65 m²,23500,"Gutfreundova, Praha 5 - Zbraslav",49.966602,14.388639,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p8_C/kY1K2LlXQJGqrULF3HFsq/1c2c.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2351981388.jpg,547.8,223.1,220.0,288.8,251.9
sr_869155660,Pronájem bytu 1+1 54 m²,1,"Mervartova, Přerov - Přerov I-Město",49.454155,17.441633,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5CNPfpLeHGJZcnn/ab80.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_869155660.jpg,373.0,2690.7,62.6,267.0,379.9
sr_1406026572,Pronájem bytu 1+kk 31 m² (Podkrovní),11500,"Šebrov-Kateřina - Šebrov, okres Blansko",49.328621,16.601078,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtEDuRmKYPGJZglT/05f9.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1406026572.jpg,3748.1,2631.8,176.5,3689.1,2223.0
sr_2842973004,Pronájem bytu 1+kk 29 m²,16000,"Kurta Konráda, Praha 9 - Libeň",50.105633,14.487177,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5DwDWzKiaGJeuBk/d367.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2842973004.jpg,308.7,184.8,127.0,252.1,49.3
sr_3587855180,Pronájem bytu 2+kk 66 m² (Jednopodlažní),27500,"Poděbradská, Praha 9 - Hloubětín",50.103447,14.523596,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5BWLrlXCkGQYxHb/2204.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3587855180.jpg,745.2,693.1,84.3,1002.4,239.2
sr_114180940,Pronájem bytu 2+1 54 m²,1,"Jižní čtvrť II, Přerov - Přerov I-Město",49.441189,17.456814,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5BWZuTJQhGJZOPl/33fe.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_114180940.jpg,275.5,,59.4,664.0,83.9
sr_399393612,Pronájem bytu 2+kk 48 m² (Jednopodlažní),25000,"Šífařská, Praha - Hodkovičky",50.021103,14.403102,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5CoHumJtMGJZPbP/b202.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_399393612.jpg,1296.6,477.7,148.5,1316.6,707.7
sr_3838722892,Pronájem bytu 2+1 55 m²,13900,"Kozinova, Ústí nad Labem - Střekov",50.656567,14.046881,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5bIUBKskGJ9N0V/9158.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3838722892.jpg,1036.1,953.4,199.4,495.2,196.4
sr_1555911500,Pronájem bytu 4+kk 98 m² (Jednopodlažní),20500,"Tomáše Bati, Třebíč - Borovina",49.206039,15.855276,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_B/kcHp2YdDtBwNESCUOGAqjf0/4d51.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1555911500.jpg,1755.8,1230.7,27.5,73.9,514.8
sr_1439581004,Pronájem bytu 1+kk 42 m²,8000,"Palackého náměstí, Strakonice - Strakonice I",49.259979,13.905754,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtJj1UJ9UGJY6qN/7f78.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1439581004.jpg,381.1,386.2,213.5,227.2,187.4
sr_3318629196,Pronájem bytu 2+kk 55 m²,15000,"Nádražní, Jablonec nad Nisou",50.721703,15.162222,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtEDuRmTGFGOxO5H/4076.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3318629196.jpg,96.2,225.4,92.6,171.4,394.4
sr_452870988,Pronájem bytu 2+kk 46 m²,11500,"nám. T. G. Masaryka, Prostějov",49.47213,17.10969,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtCJexHIaZGJY22z/5791.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_452870988.jpg,325.8,520.9,192.7,64.7,116.8
sr_2331919180,Pronájem bytu 3+kk 59 m²,15000,"Za Truhlárnou, Mirotice",49.424702,14.035,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtzYqGIJ6GJY2OU/6451.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2331919180.jpg,,5274.7,585.6,627.7,2715.5
sr_3114951500,Pronájem bytu 2+1 54 m²,18500,"Na vinobraní, Praha 10 - Záběhlice",50.057247,14.489318,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p8_B/kY1K2LlXQJGqr73FwNXXh/7677.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3114951500.jpg,1571.8,673.0,292.1,1166.5,300.4
sr_1325286220,Pronájem bytu 2+kk 44 m²,15680,"Spodní, Brno - Bohunice",49.16589,16.576958,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5bIUBJX0GJYZl7/003b.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1325286220.jpg,295.3,574.0,59.9,480.6,29.2
sr_2667463500,Pronájem bytu 2+1 61 m²,11500,"Pod Parkem, Ústí nad Labem - Severní Terasa",50.679619,14.03009,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtDgLT0HymGJYakP/f6d4.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2667463500.jpg,220.2,1357.8,251.2,525.7,208.9
sr_3170779980,Pronájem bytu 2+kk 67 m²,23000,"Slovanská, Slavkov u Brna",49.155106,16.886328,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5bIUBMGSGKwmTc/1832.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3170779980.jpg,609.7,149.5,229.2,517.0,398.7
sr_3992863564,Pronájem bytu 2+1 56 m²,18500,"Skřivanská, Praha 10 - Malešice",50.082336,14.496291,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5DwDWzJ9eGJYKTA/690a.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3992863564.jpg,366.3,262.4,125.7,353.9,151.5
sr_4076749644,Pronájem bytu 2+1 55 m²,12000,"Antonína Macka, Ostrava - Moravská Ostrava",49.836952,18.29217,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/nCTUX1iX5Do9kXRafGOHvl5/ea25.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_4076749644.jpg,210.4,823.3,122.5,95.5,53.2
sr_1132356428,Pronájem bytu 2+1 54 m²,10000,"Petra Jilemnického, Most",50.504169,13.634355,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p8_B/kY1K2LlXQJGqrCTLFy7X6K/afe4.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1132356428.jpg,578.1,1577.1,273.3,369.9,160.9
sr_335430476,Pronájem bytu 1+kk 38 m² (Jednopodlažní),18000,"Počernická, Praha 10 - Malešice",50.081421,14.499689,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtDrxR2IP4GJX9zx/8052.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_335430476.jpg,115.4,207.0,63.2,105.8,42.3
sr_130315084,Pronájem bytu 3+1 56 m²,8589,"Pod Strání, Meziboří",50.624405,13.595856,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p8_B/nPVpfd5QLLBPLz5COwFyVYCV/90ce.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_130315084.jpg,2912.7,279.1,140.6,792.6,842.7
sr_2214478668,Pronájem bytu 3+1 67 m²,12000,"nám. Přátelství, Prachatice - Prachatice II",49.019543,13.997136,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtBM3KVH0BGJX5u8/9d1b.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2214478668.jpg,418.7,834.9,58.7,617.7,56.6
sr_1284703052,Pronájem bytu 2+kk 60 m²,13500,"Svobody, Cheb",50.074375,12.377786,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p8_C/kY1K2LlXQJGqrDz8F2JzBw/9d9d.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1284703052.jpg,267.8,384.9,99.9,107.7,0.1
sr_3774759756,Pronájem bytu 2+1 62 m² (Jednopodlažní),9900,"Kamenická, Děčín - Děčín II-Nové Město",50.780785,14.233304,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5CoHumM8yGLZjy4/c378.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3774759756.jpg,2172.7,1293.9,10.9,618.4,222.4
sr_3254666060,Pronájem bytu 2+kk 91 m² (Jednopodlažní),15000,"náměstí Svobody, Planá",49.868359,12.738844,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtzYqGIGSGJXYUy/b001.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3254666060.jpg,,572.9,437.0,34.1,220.4
sr_2815382348,Pronájem bytu 3+kk 80 m² (Jednopodlažní),19900,"Hodolanská, Olomouc",49.594231,17.282799,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_A/kcHp2YdDtJj1U6aF8mEgD/067b.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2815382348.jpg,359.4,850.7,11.5,272.5,286.6
sr_385762124,Pronájem bytu 1+kk 28 m²,7000,"Ostrava - Přívoz, okres Ostrava-město",49.85704,18.264418,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtCJexHIVNGJXWdN/f422.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_385762124.jpg,1813.3,1047.9,223.6,800.1,714.1
sr_1727939404,Pronájem bytu 3+1 73 m² (Jednopodlažní),19000,"Budapešťská, Kladno - Kročehlavy",50.135201,14.132462,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5CGpNZJATGJXXgQ/8850.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1727939404.jpg,97.5,399.1,180.8,535.2,264.6
sr_3070116684,Pronájem bytu 2+1 60 m² (Podkrovní),13000,"Heydukova, Teplice",50.645889,13.843534,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5BWZuTJL1GJXXVl/8436.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3070116684.jpg,902.6,718.4,198.6,545.2,272.9
sr_2469876556,Pronájem bytu 3+kk 58 m²,25000,"Za Lidovým domem, Praha 9 - Vysočany",50.107315,14.506137,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_B/kcHp2YdDtzYqGDJuGDIr5y/4d46.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2469876556.jpg,570.3,89.8,406.7,508.9,307.6
sr_952058700,Pronájem bytu 1+kk 36 m² (Jednopodlažní),17500,"Hornoměcholupská, Praha 10 - Horní Měcholupy",50.048958,14.561952,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5CDciVJzVGI53bD/ea21.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_952058700.jpg,852.2,124.4,210.5,728.9,775.8
sr_3941483340,Pronájem bytu 3+1 72 m²,12000,"Nádražní, Písek - Budějovické Předměstí",49.304043,14.14927,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtDrxR2OWeGOckaY/877b.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3941483340.jpg,,180.6,128.1,367.9,391.0
sr_3693507404,Pronájem bytu 2+kk 53 m² (Jednopodlažní),11500,"Libochovice, okres Litoměřice",50.406261,14.044388,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p8_A/kBfrbpoeNBUfl4BVDFtp2Yy/616a.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3693507404.jpg,703.5,,524.0,233.8,117.4
sr_2884518732,Pronájem  pokoje 20 m²,8000,"Eliščino nábřeží, Hradec Králové",50.210331,15.828927,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5BWZuTJB4GJU0IQ/3f40.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2884518732.jpg,178.6,527.5,86.2,58.1,89.6
sr_127279948,Pronájem bytu 2+kk 86 m²,21000,"třída Míru, Pardubice - Zelené Předměstí",50.037041,15.771977,,sreality,"https://d18-a.sdn.cz/d_18/c_img_of_E/nDJ4VEZEqCemGm8cFENHd7/92f9.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_127279948.jpg,159.3,243.2,61.4,82.1,78.8
sr_1760445260,Pronájem bytu 3+1 67 m²,12750,"Sokolská, Děčín - Děčín IX-Bynov",50.783253,14.152173,,sreality,"https://d18-a.sdn.cz/d_18/c_img_qA_A/kcHp2YdDtEDuRmSGKGOLMgt/3b1b.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1760445260.jpg,277.1,2780.0,152.0,319.9,3162.4
sr_3639493452,Pronájem bytu 2+1 61 m²,15900,"Skupova, Hradec Králové",50.211819,15.845972,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5BWZuTJCDGJUahs/f14a.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_3639493452.jpg,894.4,513.1,236.1,315.8,288.5
sr_2045657932,Pronájem bytu 3+1 76 m² (Jednopodlažní),20500,"Osvobození, Pelhřimov",49.437035,15.210086,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5BWLrlJHnGJTtCi/b171.png?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2045657932.jpg,1200.9,147.5,189.8,259.8,266.4
sr_2095989580,Pronájem bytu 1+1 43 m²,21500,"Jana Masaryka, Praha 2 - Vinohrady",50.072113,14.439427,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/kcHp2YdDtzYqGH24GJM1je/2c64.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2095989580.jpg,15.8,135.6,176.8,381.1,101.2
sr_1290683212,Pronájem bytu 3+kk 67 m²,23000,"Ostopovická, Brno - Bosonohy",49.172302,16.529833,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_D/nCTUX1iX5CNPfpLDWGJMkSj/ccfc.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_1290683212.jpg,1443.0,1454.7,155.8,1760.2,304.5
sr_2632860492,Pronájem bytu 3+1 65 m²,13000,"Na Výšině, Jablonec nad Nisou",50.72541,15.151461,,sreality,"https://d18-a.sdn.cz/d_18/c_img_p9_E/kcHp2YdDtEDuRmRdgGNtsE3/ee21.jpeg?fl=res,400,300,3|shr,,20|jpg,90",C:\Users\Uzivatel\PycharmProjects\rental_quality_predictor\data\photos\sr_2632860492.jpg,222.5,807.0,296.4,712.1,534.8
